rating,tips,cat_name,cat_parent
7.8,"Art off the beaten track in Bow, East London, just keep an eye on their schedule of exhibits - http://www.bowarts.org/nunnery",Art Gallery,
8.6,"Described as ‘probably the finest dining hall in the Western world’, this is also where Lord Nelson lay in state after his death at the Battle of Trafalgar. Thousands came to pay their respects.",Art Gallery,
8.2,"In 1616 Anne of Denmark, wife of James I, commissioned Inigo Jones to build the Queen’s House, the first fully Classical building in England. The house now forms part of the National Maritime Museum.",Art Gallery,
9.0,A beautiful gallery and in the heart of Walthamstow. An absolute must see.,Art Gallery,
8.8,"""You never know what to expect at the original east London gallery. Since 1901, it has shown modern artists from Barbara Hepworth to Nan Goldin, Jackson Pollock and David Hockney...""",Art Gallery,
9.0,"Impressive theatre on floor one of Tate Modern - very comfy seats, large clear screen and sound technology. Hosts members AGM amongst other Tate tutorial & lecture style events - event calendar online",Art Gallery,
9.4,"The Barbican Art Gallery is open 11am-10pm on Thursdays, with talks, screenings and other events. And it’s open till 8pm during the rest of the week, too (except Wed: 11am-6pm).",Art Gallery,
6.8,Really really bad. Avoid,Art Gallery,
8.6,"Not well known but add it to your ""to-do-list""",Art Gallery,
8.6,This entire building was painted by just one man. Remarkable.,Art Gallery,
8.2,"In 1616 Anne of Denmark, wife of James I, commissioned Inigo Jones to build the Queen’s House, the first fully Classical building in England. The house now forms part of the National Maritime Museum.",Art Gallery,
6.2,Tell people that the toilet in the end police cell is haunted and then flush the loo from the outside while they're in there. Mwa ha haaaaaa!,Art Gallery,
9.5,"Tate Britain is built on the site of the 19th century Millbank Prison. Between 1816 and 1868, this is where thousands of convicts began their journey to the penal colonies of Australia.",Art Gallery,
8.7,"Great coffee, very reasonably priced small foods, great cake. Lovely place to work",Coffee Shop,
8.4,"Really, everything is wonderful and fresh-baked on the premises in this tiny treasure trove. If it's a sunny day, bag one of the little tables on the pavement and watch the padding parade.",Coffee Shop,
8.7,Friendly and buzzing. Great to watch the young trendies parade. Nicely done macchiato.,Coffee Shop,
8.7,"Really good coffe and quite amazing granola bar,especially If its cold,gray and raining outside.Staff is the nicest,space is cozy,garden unusual🌾And they have special points from me for dog snacks❤️",Coffee Shop,
8.0,Enjoy a Vietnamese ice coffee and Thit Nuong grilled pork from their Saigon style street cafe. Lovely stuff!,Coffee Shop,
6.6,Nice spot for breakfast and lunch. Try the Ruanda flavoured coffee,Coffee Shop,
7.1,"Mocha cortado to die for,yummy yum yum",Coffee Shop,
6.7,The people who work there are really great and very friendly.,Coffee Shop,
6.7,I luv starbucks can't get enough :-),Coffee Shop,
6.3,"Right next to the airport, so it's handy in case of a delayed flight or if you just arrived and you need a cup of coffee!",Coffee Shop,
6.4,The worst coffee in town!!,Coffee Shop,
6.1,Be nice to the staff here. Or you'll have me to deal with.,Coffee Shop,
5.9,Excellent breakfasts and great service,Coffee Shop,
5.8,I've tried this Costa 5 times at least and not had a good cup of coffee yet,Coffee Shop,
6.1,Most  enjoyable.,Coffee Shop,
5.8,Good coffee and pie.,Coffee Shop,
5.7,Flat White,Coffee Shop,
5.4,Pretty small but handy to have right by the station,Coffee Shop,
4.8,greaaaaattt wake up call!,Coffee Shop,
6.7,A great place to pick up a quick bite to eat and a coffee before rushing to work. Great service and value for money.,Coffee Shop,
9.1,"Stunning riverside coffee shop, you could basically sit anywhere you want. Coffee and dessert are great. I enjoyed a breezy summer here.",Coffee Shop,
9.2,The coffee was great but very small coffee shop and limited options of desserts.,Coffee Shop,
9.3,"Arguably Fitzrovia's busiest and best Coffee Shop. The cappuccinos and lattes come highly milk-decorated and recommended, but desserts like whoopie pies and Aussie-style Portuguese tarts are quality.",Coffee Shop,
7.4,great coffee and homemade cakes. no extra charge for soja milk :),Coffee Shop,
6.6,"Love this place. Pizza, pastries and cornbread are super yum!",Coffee Shop,
8.6,"Definitely my new favourite place recently. Great coffee, friendly staff, cozy environment- small garden to sit in the back. Not even to mention the food, not matter it is a sandwich, salad or dessert",Coffee Shop,
8.6,"Definitely my new favourite place recently. Great coffee, friendly staff, cozy environment- small garden to sit in the back. Not even to mention the food, not matter it is a sandwich, salad or dessert",Coffee Shop,
9.1,Lovely little place! Nice flat white and sandwich,Coffee Shop,
5.7,Decent Cappuccino here if you want to try an independent coffee. Lots of pastries and sandwich selections. Also tucked away so if you want a quiet and private meeting this is the place to come.,Coffee Shop,
6.9,"Quiet coffee place offers simple snacks, outside seatings and very good prices. Coffee is not bad at all",Coffee Shop,
7.4,great coffee and homemade cakes. no extra charge for soja milk :),Coffee Shop,
6.3,Μου σφύριξαν ότι το χει Έλληνας. Το καταλαβαίνεις από τη lounge μουσική.,Coffee Shop,
8.4,Lovely spot for a coffee along the canal.,Coffee Shop,
6.9,The milk they use is really good - believe it comes from a small farm in Bristol. Leads to good milk based espresso drinks: won't go wrong with latte/flat white/cappuccino. Nice ambience,Coffee Shop,
7.1,Trying out their very festive Black Forest Hot Chocolate and Chocolate and Orange tart! :-) Try it too!,Coffee Shop,
8.1,"Like their shops in Soho, this F&W serves delicious sandwiches, cheese, wine, cured meat, cheese and specialty artisan coffee. Opens daily until 10pm (8pm on Sundays).",Coffee Shop,
7.8,Great wine list.,Coffee Shop,
8.1,Average. Rude staff.,Coffee Shop,
8.6,Best flat white in Mile End. The baked treats are delightful as well.,Coffee Shop,
7.6,"Like their shops in Soho, the newest F&W serves delicious sandwiches, cheese, wine, charcuterie, cheese, tea and specialty coffee. Opens daily until 10pm.",Coffee Shop,
9.1,The coffee is pretty good but their toasted sandwiches are awesome! Great for when you are sick of hospital food as well.,Coffee Shop,
7.1,Nice carrot cake and the coffee was done well,Coffee Shop,
8.7,Great coffee and pastries at good value. The locale is awesome with classes and a library. Friendly atmosphere.,Coffee Shop,
7.0,Hot chocolate is lovely. Nice and quiet too for lunch break away from a busy office,Coffee Shop,
8.8,Coffee shop meets bike shop—why ever not? Friendly service and good coffee too :),Coffee Shop,
8.5,"Experience the real St Petersburg ""kommunalka"" style here. High ceilings, pleasant hosts and guests, unlimited tea, great converstions — what else one needs?",Coffee Shop,
6.4,More like an internet cafe than anything,Coffee Shop,
6.8,An oasis of calm near one of  London's busiest intersections :),Coffee Shop,
6.5,"Greatly enjoyed a delicious eggs florentine and a flat white. Friendly staff, and (situated at an intersection) great for people-watching.",Coffee Shop,
6.8,On some tables they offer little wireless charging dongles. Simply plug the little disk-shaped device into your charging port and place your phone on the charging plate on your table!,Coffee Shop,
9.1,"Cool, yet unpretentious coffee house. Not many power ports so not set up for working, but great coffee and LWLies/Huck mags to read. Chill out spot",Coffee Shop,
8.1,Good WiFi facilities for working! Lots of ports for power and private seating!,Coffee Shop,
7.6,"There is lots of seating at this Starbucks, the staff are friendly and the atmosphere is relaxed. There are charging ports so it's the perfect place to spend an afternoon working.",Coffee Shop,
8.8,"The best place on Roman Road for a flat white, cake and brunch. Also a nice place to work from during the day. Peaceful and beautiful.",Coffee Shop,
9.1,Great starting point on a Sunday  before heading up to chatsworth road market.,Coffee Shop,
6.8,"Like the other Costa up the road, but bigger.",Coffee Shop,
6.2,"Close to Queen Mary University, so you probably won't find a seat. Try the coffee shops down Roman Road instead.",Coffee Shop,
5.5,Staff are retarded! Piss poor barista skills here: over priced too as services franchise! Avoid if you can! Go to Costa 5min up road inside Lakeside Shopping Centre. Flavoured med latte £3.69 pls!,Coffee Shop,
7.4,Very costly and a terrible service better off going to McDonald's further down the high street,Coffee Shop,
8.0,"People who complain about baristas being ""too meticulous"" or ""milk not hot enough"": please stick to your high street chain. Will leave more space for those who appreciate this place.",Coffee Shop,
9.2,"Don't let the unmarked back alley scare you, this is one of the best brunch cafes in London! Cosy, off the street, friendly, and great seating inside and outside. Go early.",Coffee Shop,
8.8,Great coffee Cafe / Roastery - another great addition to Well Street!,Coffee Shop,
7.7,"This friendly independent coffee shop, new in Feb 2013, is open until 10pm each day, bringing a much-needed bit of post-6pm life to the high street. Let's visit lots, everyone, to keep it in business!",Coffee Shop,
6.8,"Shorter queues than Taylor Street, and a great view.  Baristas are really friendly.",Coffee Shop,
7.3,Fantastic brunch. Great coffee and local beer. Amazing hot chocolate. Love it here.,Event Space,
7.3,A great place to see the Olympic stadium and the coffee is not too shabby either!,Event Space,
8.4,Went there for tattoo convention which was a great a event...,Event Space,
9.6,"Hosting numerous contemporary art and design exhibitions, as well as open-air concerts, film screenings and other events and the most beautiful outdoor ice-rink in the city during winter...",Event Space,
7.3,Full English with home made beans and fantastic bread. Beer from Crate brewery.,Event Space,
9.1,"The largest dome in the world and the largest single-roofed structure in the world was built amid some controversy for £789 million just in time for the millennium, completed in June 1999.",Event Space,
7.5,Check out the massive Tesla Coil on the ground level - it fires every 15mins,Event Space,
8.0,"Our favourite is the truffled mac and cheese, topped with herb pangrattato –  potentially the best we’ve had this year. And cigar-infused aged rum? Yes please!",Event Space,
7.3,Fantastic brunch. Great coffee and local beer. Amazing hot chocolate. Love it here.,Event Space,
9.6,"The Light Well in Somerset House acted as the cells of Pentonville Prison, where Lord Blackwood is held prior to his hanging in Sherlock Holmes (2009).",Event Space,
8.7,Atm there's Bao-Hoo art show at the gallery next door,Café,
8.0,Little Nan's Club has taken up residence here on weekends.,Café,
8.8,Specialise in booking musicians that exist outside of the mainstream - they host an annual Japanese music festival and a regular meeting of the London Improvisors Orchestra. Beautiful when candle-lit!,Café,
7.3,Loved the Eggs Royale with lime and spinach...one of the best I ve had in London,Café,
8.7,"Scored a sidewalk table during Saturday's B'way Market. Great coffee, perfect way to spend a half-hour watching the parade.",Café,
6.0,"Fast becoming the heart of Peckham Rye. Good cafe-style menu, but the real joy comes from grabbing a window seat and watching South East London parade by in all its glory. Super- friendly staff too.",Café,
8.9,"Huge selection of cakes, breads and pastries. Good coffee. Perfect spot for breakfast or quick coffee.",Café,
9.2,"Brilliant breakfast spot. Good coffee, food, staff and location.",Café,
6.2,Not quite Café Rouge...,Café,
6.1,Always busy so choosing a good time is the key. Good sized portions and great staff.,Café,
5.7,Love this place. Drop in for cheap bfast on way to work. Great service,Café,
7.9,Great strong tasty coffee and casual atmosphere. One of the few good cafés in Woolwich. Cakes looked delicious and brunch menu looks worth coming back for.,Café,
7.9,Best coffee for miles!,Café,
6.8,Any takeaway coffee you like is only a quid! and Bacon roll is same!,Café,
6.2,Gorgeous place! Just what we needed in Woolwich! Coffee is better and much cheaper than Starbucks! Pastries are great too. A winner!,Café,
4.5,Good portobello egg breakfast muffin,Café,
5.6,"Very decent Turkish and Middle-eastern food at this family run restaurant. They even used to do English food, but stopped recently. Great place in Greenwich for a quick bite.",Café,
5.1,Try the breakfast or sheik kavab wrap. Also specials are a must. Mendu  vada is really good and not something you would find in many traditional Indian restaurants.,Café,
7.3,"Lovely place to pop in for a slice of cake and hot chocolate! Friendly staff, good facilities....",Café,
6.7,"Really great food for when you feel so hungover Sunday morning, this place is your only saviour. Fav dish is omelette that looks like a pizza.",Café,
7.9,Great strong tasty coffee and casual atmosphere. One of the few good cafés in Woolwich. Cakes looked delicious and brunch menu looks worth coming back for.,Café,
7.9,Best coffee for miles!,Café,
6.8,Any takeaway coffee you like is only a quid! and Bacon roll is same!,Café,
6.2,Gorgeous place! Just what we needed in Woolwich! Coffee is better and much cheaper than Starbucks! Pastries are great too. A winner!,Café,
8.4,Unexpectedly delicious lamb curry with a nice fresh salad. Cozy local place,Café,
8.2,"Nice little place, amazing food! The chicken avocado salad is fantastic!",Café,
7.5,"Simply irresistible salads, quiches (contains dairy), veggie breakfast and cakes! This little cafe serves up awesome food. My favourite place in Blackheath.",Café,
7.1,"Good food , loads of choice from brekkie to a greek salad, good service. Seems really popular . Probably the nicest place in sidcup!",Café,
6.0,Food ok they forgot salad dressing. Waiting staff couldn't understand English. Nice place to sit outside in the summer.,Café,
7.4,"Very nice guys running this place, open late, great cappuccino, delicious food offer - try Bacon sandwich",Café,
6.5,"Great place. We had a goats cheese ciabatta and chicken, avocado and bacon sandwich and were incredible. The coffee was good too. Service was friendly.",Café,
8.9,"The only food place around the area that takes Amex! Great for meeting people for breakfast, lovely for evening drinks and snack food. Great local!",Café,
9.2,"One of my favourite places for coffee, brunch, lunch or even a snack! Always great food & great service. Menu changes quite often but recommend the breakfast focaccia and any of the cakes for afters!",Café,
7.0,"Great food, bargain prices, quick and friendly staff even when busy at lunchtime. Meat for hot sandwiches actually cooked opposed to microwaved! Top place :)",Café,
9.2,"Good chestnut and onion soup, although would have liked more onions, kippers with potato cakes were nice but I wish they served two eggs instead of one. Great place for brunch on a sunny day",Café,
5.1,"Incredibly family friendly with highchairs, kids' menu and plenty of space. Great coffee & chai teas. Take away available. My toddler loves the samosas (they're not spicy). Parent/baby room next door.",Café,
7.4,A sweet Turkish family restaurant cafe- the lentil soup is DIVINE,Café,
6.2,"Free wifi, just ask the barista. Also there is a row of stools with power sockets to the right of the bar.",Café,
8.7,"They serve beer from Kernel Brewery, and great coffee of course.",Café,
6.0,Feel like I'm either in a business class airport lounge or a cool university canteen... Not sure these are good things... Sandwiches are very expensive!,Café,
7.3,Loved the Eggs Royale with lime and spinach...one of the best I ve had in London,Café,
8.8,Amazing! In the middle of the farm! Perfect for breakfast! Amazing food :),Café,
7.8,Must have coffee after/before visiting the farm.,Café,
7.5,The sun deck is a great place to stop off for good coffee on a bike ride between Central/East London and wonderful Epping Forest,Café,
8.2,"Just great. A tiny family run cafe with a very simple coffee,cafe, panini offer. In good weather the small garden at the back is a must.",Café,
7.6,Excellent coffee and a beautiful garden in the back!,Café,
8.7,"Proper coffee just off bow road. Lovely place with local art. Good coffee and AMAZING homemade sausage roll. If its nice weather, get take away cups and go to the memorial garden opposite.",Café,
7.8,This place is pretty special: a Mongolian tent with a wild garden where portions or marble cake bigger than your face are served.,Café,
7.0,"coffee, Italian music, great big sunny window to sit, little secret garden",Café,
6.3,Sit in the garden. It's a nice sunny courtyard,Café,
6.4,Great backyard garden and vegetable soup,Café,
7.1,"A cute little space with a garden at the rear, but gets crowded very quickly. Pop over to London Particular if you can't squeeze in",Café,
6.2,"Lots of light from the amazing windows, still waiting for the garden and the kitchen but the signs are positive so far",Café,
6.2,Nice decor and it even has garden seating too.,Café,
8.2,Chorizo & manchego is very tasty (excuse the spelling!),Café,
7.9,Pie bases were well under-cooked/raw. Thought this was a specialist pie place. Won't be rushing back.,Café,
8.2,"Amazing food, bad service. If you can put up with stuck up staff, then it's well worth it.",Café,
7.5,Well worth the wait. Full English best I've had. Bacon fantastic!,Café,
6.3,Delicious and affordable Full English. Coffee is perfectly acceptable as well.,Café,
9.2,Randomly serves Sri Lankan breakfast as well as great coffee,Café,
8.4,"Good service, priced well and good cappuccino.",Café,
8.9,"Superb flat white, the pastries are delicious and the vibe is super-chilled and friendly. Well worth a visit.",Café,
7.4,Breakfast Panini number 1 is really nice. Ask about there milkshakes as well.,Café,
8.8,Very homy atmosphere overlooking the farm. Perfect for brunch or afternoon cream tea. There is a vegan chocolate cake as well!,Café,
7.8,Great coffee and much better than the chain coffee shops in Sevenoaks.,Café,
7.8,"The little cafe next to Nonsuch Mansion in Nonsuch Park, Cheam, Surrey. Pop in for fresh coffee, cake, icecreams and tasty things made by Bovingdons caterers.",Café,
7.1,"Inside and outside... great coffee, great sandwiches and comfortable tables for office meetings and family reunions... Caffe Fratelli Docklands!",Café,
9.0,Really cool place with an in-house radio station! Food is yum too! Try and get the bench by the window at the back!,Café,
9.1,"Trendy place, and they sell Lanka cakes! However coffee is just so-so. Great seating indoor with comfy cushion and great music is played from their radio station",Café,
7.5,"The food here are absolutely my favorites in blackheath. After the sunday market, this is the best place to come for lunch or a coffee",Café,
8.9,Very good atmosphere,Café,
7.7,Almond pastries here are amazing.,Café,
7.1,"Get your sandwich to stay and sit at the window bar, people watch the crazy intersection on the strand.",Café,
8.7,"Great English Breakfast, eggs benedict... Generous port ion and friendly people. Best Shop after the Columbia Road Flower Market",Café,
8.7,"Cheap/affordable menu, pancakes are a bit small but enjoyable. Gets quite busy at the weekend but a lovely brunch addition to Roman Road.",Café,
8.7,Impossible to find from the main road. Look for signs for the gallery just beside the church (between church and bus stop) and turn in.,Café,
9.1,Best coffee on Roman Road,Café,
7.5,The fruit/veg stalls opposite the sun deck in Burghley Road (selling fruit/veg in plastic bowls) add some colour to the view and are open 7 days a week,Café,
8.0,"The place is overlooked. It is on the busy road but it is cozy, trendy and quiet. Breakfast selection is amazing and tastes good, from full English breakfast to vegetarian options. Wifi is available.",Café,
7.6,Owner can be a bit mardy and they don't make anything on-site. Try Amandine down the road instead.,Café,
6.7,Workers cafe just down the road beside the Buddhist centre is great value for money. Always seats available !,Café,
6.2,"Best coffee in Wanstead, no need to check out the Starbucks across the road!",Café,
8.4,"Top value for lunch, very tasty and a small stroll from the the chain filled place down the road. Gorgeous cake counter",Café,
7.4,the best coffee on Roman Road,Café,
6.3,"Nice food, good portions, fresh ingredients and cheap. Cakes are amazing. If you go to Roman road market do not miss it!",Café,
8.8,If you can't get a seat in the little restaurant in the side street – It looked like they had another branch on the main street near Greenwich Market.,Café,
7.5,"Pleasant place for a chat or to work. Coffee is average, service bumbling",Café,
7.6,"Get 1 of 3 street side tables when its sunny and peer over one of London's best roundabouts. Next to that: superb latte's, decent breaksfast (still served at 16pm), friendly staff and a great garden!",Café,
7.2,"""Nathan's is as much about atmosphere and preserved retro style as it is food. It was established in 1927, but looks every immaculate inch the archetypal 1960s English high street cafe...""",Café,
8.2,Great landlord has injected new life in to this place. Traditional boozer. Lewisham's Pub of the Year 2010. Basement art gallery called Tank too.,Pub,
6.1,Fucking awful service. Go to the casino instead if you want sport,Pub,
7.9,Excellent venue for hanging out with friends for a few drinks. Food is very good although the menu is a little limited. Great live music at weekends from local bands.,Pub,
7.4,Amazing music venue.. nice ambiance..dimly lit..beautiful candelabres nd fireplaces. great beer garden..fairylights.. vintagy feels..,Pub,
8.5,Live music Friday,Pub,
7.8,Great place for a gig,Pub,
6.3,Perfect venue for music and comedy - always lively thanks to Goldsmiths. Plenty of character.,Pub,
5.3,Total crap,Pub,
7.9,The webite for The Eleanor Arms,Pub,
6.0,If you're getting food and you like traditional Irish grub go for the Irish bacon and cabbage. Just like my nan used to make.,Pub,
6.4,The best carvery I have ever had. This pub even outdoes my Nan's home cooked Sunday roasts! A real hidden gem and fantastic value at £11pp :-) we will all be back ...,Pub,
5.9,"Qualty of food is what you can expect from a place in a conference venue. This means it's ok, but not really good. But need to mention that it's not overpriced.",Pub,
5.3,The bathrooms are ready for a tetanus convention. Seriously. But the pub is really good when there is a Arsenal match. Beware of Cosplay conventions that can ruin your stay.,Pub,
6.3,Brothers 'Festival Strength' (7%) pear cider sold here for the hardcore amongst you,Pub,
6.7,look out for the ale festival!  Very few places in London give as much variety of good ale CHEAP!,Pub,
7.9,"06/09/2014 - Four Flavour Music Festival here at the Chandos Arms with performances from Little Emily, Maple Bee and The Velvet Moon Club.",Pub,
6.8,Great ales.  Loads of ITV staff. Great place to watch the Thames festival parade as well.,Pub,
9.2,Top beers!!,Pub,
6.8,Great fish and chip shop at the Standard.,Pub,
7.4,Gastropub with big range of beers,Pub,
8.9,Overlooking the Thames. Nice Gastropub apparently,Pub,
8.9,Great gastropub with fantastic food and a huge selection of ales.,Pub,
7.3,"Terrible slow bar service spoils a lovely pub overlooking the park. Lots of staff, all rather relaxed in their approach to the bartendering. Not tried the gastropub food, however it does look amazing.",Pub,
6.3,"This Sunday lunch has gastropub leanings, with the likes of oysters, smoked mackerel fishcakes and grilled Gloucester Old Spot ham with apple chutney on a daily changing menu.",Pub,
5.9,Gaelic games screened. Good irish pub.,Pub,
7.4,"great place, great service, try the muffin and the pizza",Pub,
8.8,Delish pizza. The place is huge and has a nice garden with music.,Pub,
8.3,"Love this place. Good selection of beer, the perfect Bloody Mary, cracking pizza with a good choice too. There is a selection of games too if you're into that. Very friendly staff and good atmosphere!",Pub,
8.9,"Quaint little pub - Charles Dickens used to frequent. Great roasts at Sunday lunchtime. On other nights, a cracking seafood restaurant",Pub,
8.3,Bring back the Dough Balls otherwise best bar in Royal Woolwich,Pub,
8.9,Get the pistachios - the best £2.50 you'll ever spend on a bar snack!,Pub,
7.2,Fantastic food and very cozy atmosphere during the day. Very lively at night.,Pub,
7.8,Lovely beer in a local Wetherspoons which also features a war memorial.,Pub,
8.7,History of the bar and neighborhood on all the walls.,Pub,
8.5,Best bar in Mile End. Make sure you hit the climbing wall first.,Pub,
7.9,Bar meals and a restaurant. Unbeatable river views and very high quality meals in the resturant,Pub,
8.1,Cheerful service with a smile. Great pies!,Pub,
7.5,The only place to be in the build up on Match day. COYI!!!!,Pub,
7.9,"Service was slow at the bar, but there is a nice garden, and a great room upstairs for parties/banquets.",Pub,
9.0,"Lovely interior, relaxed atmosphere, great selection of drinks, views of the river. What more can you ask for? One of the best pubs in London.",Pub,
8.2,Check if the kitchen is open before you come. If it is you'll be treated all the traits of a contemporary east london Gastro pub without the pretence.,Pub,
8.4,Use the bar pass app to beat the queue at the bar,Pub,
7.4,Love the chicken club here,Pub,
7.7,Really Cute pub,Pub,
8.4,UGNNnn double up UGNNn UGnnn,Pub,
8.7,"Very good food, and a nice selection of beer. Lovely and friendly atmosphere in a very spacious and traditional English pub!!! One of the best pub in East London!! Well done!!",Pub,
7.9,"Lovely pub, just lovely! Pleasant interior, nice beers, good food, fantastic atmosphere, nice tunes, lovely staff!",Pub,
6.4,"Chicken goujouns, garlic bread, new yorker burger are just amazing",Pub,
7.5,Best pub for some pre match (west ham) pints. Usually have doom bar on,Pub,
6.6,Mines a Doom Bar,Pub,
8.0,"Good beer, comfortable, lets dogs in (and gave us a bowl of water and dog biscuits), good £10 deal on a very good burger + a beer, and friendly staff. Staff need better communication.",Pub,
8.6,"""Well stocked with beers from the nearby Meantime Brewery, this relaxed, narrow bar is popular with a young ale-drinking crowd. Chocolate and raspberry beers add a sense of fun...""",Pub,
8.0,Bar foods rubbish but the restaurant menu is very good and  great value,Pub,
7.5,"In the street where Blur's video for ""Parklife"" was filmed.",Pub,
8.6,Great bar. The landlord is a great pint.,Pub,
7.9,"Support local musicians, buy their cd's from behind the bar.",Pub,
8.2,Dog friendly especially in the saloon bar side.,Pub,
6.5,"This is my family's local and every time I have visited here I have had a great time playing pool, eating some food, socialising with my family and having some drinks. One of my favourite pubs.",Pub,
7.1,"Great pub, now with turkey and stuffing crisps....",Pub,
6.8,Stores condiments on floor behind bar!!,Pub,
7.3,Pretty rubbish service at the bar but an excellent roast on a Sunday.,Pub,
8.7,There's a bar billiards table in the back,Pub,
7.6,"Clean, tidy and in a nice area.",Pub,
6.0,"Usually a good atmosphere, friendly bar staff that remember your order and some rock music! :D",Pub,
7.8,"Probably the worst service at the bar in Greenwich, possibly	London",Pub,
6.9,"Slow service at the bar a lot of the time, but redeemed by award winning lavatorial facilities.",Pub,
6.5,The hunters chicken is fantastic. Staff are very friendly too.,Pub,
7.8,"Too soon to give it too much of a review, but its nice a spacious and the ping pong tables are fairly priced: but a large glass of wine and a pint of cider was £12... So drinks are a little expensive",Pub,
6.0,Nice pub. Friendly bar staff will go again,Pub,
7.5,Lovely beer at this pub,Pub,
6.9,"Great beers, good music. Cozy place to drink with friends, watch a sport on tv. Cheap!",Pub,
6.9,Bar service fucking shocking again,Pub,
6.5,The Bexley Burger is amazing. Gotta try it,Pub,
7.3,Beer. There's your tip. Beer,Pub,
7.4,The new owners are Italian and the food now is amazing and authentic. The staff is very nice as well. Highly recommend!,Pub,
7.0,It has Bar Billiards... Enough said!!!!,Pub,
7.3,This place has good beers and the staff has a cool taste in music. No jukebox needed here. Home from home,Pub,
6.2,Cheap beer,Pub,
8.6,"Owned by Meantime Brewery of Greenwich. No Carlsberg or Fosters here, quality beer with great restaurant food and garden out the back.",Pub,
6.0,"Not a lot,boring range of beers,surely you could find some local micro breweries",Pub,
6.6,"Shepherd neame - enough said, support your local brewery",Pub,
8.3,Brilliant food (pizza is to die for!) and good range of alcohol to go with it :),Pub,
7.4,"Superb gastro pub in the heart of Royal Arsenal Riverside dwelling. Great atmosphere, very mature crowd and music just the right levels for a good chat with mates.",Pub,
7.2,Fantastic food and very cozy atmosphere during the day. Very lively at night.,Pub,
7.8,Lovely beer in a local Wetherspoons which also features a war memorial.,Pub,
6.4,"Chicken goujouns, garlic bread, new yorker burger are just amazing",Pub,
6.5,"This is my family's local and every time I have visited here I have had a great time playing pool, eating some food, socialising with my family and having some drinks. One of my favourite pubs.",Pub,
6.5,The hunters chicken is fantastic. Staff are very friendly too.,Pub,
6.5,The Bexley Burger is amazing. Gotta try it,Pub,
6.2,Cheap beer,Pub,
6.1,"Been here on numerous occasions celebrating birthdays, weddings or just socialising with friends on a Saturday night. I enjoy the chicken caesar salad the best along with the Sunday Carvery.",Pub,
5.8,Lots of African and Jamaican jams,Pub,
6.1,The breakfast here are amazing,Pub,
6.0,Nice pub. Friendly bar staff will go again,Pub,
